epoch,train_loss,train_precision,train_recall,train_micro_f1,train_macro_f1,test_loss,test_precision,test_recall,test_micro_f1,test_macro_f1,best_macro_f1,test_spearmanr,test_kendalltau,test_pairwise_acc,test_auc,test_precision_mse,test_recall_mse,test_micro_f1_mse,test_macro_f1_mse,best_macro_f1_mse,test_spearmanr_mse,test_kendalltau_mse,test_pairwise_acc_mse
74.0000,0.7845,0.7571,0.6831,0.8121,0.7093,0.7692,0.5103,0.5197,0.7180,0.5103,0.5844,0.5510,0.5338,0.7991,0.9130,0.5314,0.5432,0.7387,0.5325,0.6058,0.5749,0.5559,0.7875
75.0000,0.7765,0.7571,0.6831,0.8121,0.7093,0.7692,0.5103,0.5197,0.7180,0.5103,0.5844,0.5510,0.5338,0.7991,0.9130,0.5306,0.5421,0.7373,0.5315,0.6058,0.5713,0.5523,0.7860
76.0000,0.7832,0.7565,0.6823,0.8117,0.7086,0.7692,0.5103,0.5197,0.7180,0.5103,0.5844,0.5510,0.5338,0.7991,0.9131,0.5306,0.5421,0.7373,0.5315,0.6058,0.5713,0.5523,0.7860
77.0000,0.7632,0.7571,0.6831,0.8121,0.7093,0.7692,0.5103,0.5197,0.7180,0.5103,0.5844,0.5510,0.5338,0.7991,0.9130,0.5306,0.5421,0.7373,0.5315,0.6058,0.5713,0.5523,0.7860
78.0000,0.7678,0.7571,0.6831,0.8121,0.7093,0.7692,0.5103,0.5197,0.7180,0.5103,0.5844,0.5510,0.5338,0.7991,0.9130,0.5314,0.5432,0.7387,0.5325,0.6058,0.5749,0.5559,0.7875
79.0000,0.7730,0.7565,0.6823,0.8117,0.7086,0.7692,0.5103,0.5197,0.7180,0.5103,0.5844,0.5510,0.5338,0.7991,0.9130,0.5306,0.5421,0.7373,0.5315,0.6058,0.5713,0.5523,0.7860
80.0000,0.7615,0.7571,0.6831,0.8121,0.7093,0.7692,0.5103,0.5197,0.7180,0.5103,0.5844,0.5510,0.5338,0.7991,0.9130,0.5306,0.5421,0.7373,0.5315,0.6058,0.5713,0.5523,0.7860
81.0000,0.7775,0.7571,0.6831,0.8121,0.7093,0.7692,0.5103,0.5197,0.7180,0.5103,0.5844,0.5510,0.5338,0.7991,0.9130,0.5306,0.5421,0.7373,0.5315,0.6058,0.5713,0.5523,0.7860
82.0000,0.7761,0.7571,0.6831,0.8121,0.7093,0.7692,0.5103,0.5197,0.7180,0.5103,0.5844,0.5510,0.5338,0.7991,0.9130,0.5314,0.5432,0.7387,0.5325,0.6058,0.5749,0.5559,0.7875
83.0000,0.7755,0.7571,0.6831,0.8121,0.7093,0.7692,0.5103,0.5197,0.7180,0.5103,0.5844,0.5510,0.5338,0.7991,0.9130,0.5314,0.5432,0.7387,0.5325,0.6058,0.5749,0.5559,0.7875
84.0000,0.7643,0.7571,0.6831,0.8121,0.7093,0.7692,0.5103,0.5197,0.7180,0.5103,0.5844,0.5510,0.5338,0.7991,0.9130,0.5314,0.5432,0.7387,0.5325,0.6058,0.5749,0.5559,0.7875
85.0000,0.7619,0.7571,0.6831,0.8121,0.7093,0.7692,0.5103,0.5197,0.7180,0.5103,0.5844,0.5510,0.5338,0.7991,0.9130,0.5314,0.5432,0.7387,0.5325,0.6058,0.5749,0.5559,0.7875
86.0000,0.7740,0.7571,0.6831,0.8121,0.7093,0.7692,0.5103,0.5197,0.7180,0.5103,0.5844,0.5510,0.5338,0.7991,0.9130,0.5314,0.5432,0.7387,0.5325,0.6058,0.5749,0.5559,0.7875
87.0000,0.7682,0.7571,0.6831,0.8121,0.7093,0.7692,0.5103,0.5197,0.7180,0.5103,0.5844,0.5510,0.5338,0.7991,0.9130,0.5314,0.5432,0.7387,0.5325,0.6058,0.5749,0.5559,0.7875
88.0000,0.7862,0.7571,0.6831,0.8121,0.7093,0.7692,0.5103,0.5197,0.7180,0.5103,0.5844,0.5510,0.5338,0.7991,0.9130,0.5314,0.5432,0.7387,0.5325,0.6058,0.5749,0.5559,0.7875
89.0000,0.7748,0.7571,0.6831,0.8121,0.7093,0.7692,0.5103,0.5197,0.7180,0.5103,0.5844,0.5510,0.5338,0.7991,0.9130,0.5314,0.5432,0.7387,0.5325,0.6058,0.5749,0.5559,0.7875
90.0000,0.7565,0.7571,0.6831,0.8121,0.7093,0.7692,0.5103,0.5197,0.7180,0.5103,0.5844,0.5510,0.5338,0.7991,0.9130,0.5314,0.5432,0.7387,0.5325,0.6058,0.5749,0.5559,0.7875
91.0000,0.7682,0.7571,0.6831,0.8121,0.7093,0.7692,0.5103,0.5197,0.7180,0.5103,0.5844,0.5510,0.5338,0.7991,0.9130,0.5314,0.5432,0.7387,0.5325,0.6058,0.5749,0.5559,0.7875
92.0000,0.7808,0.7571,0.6831,0.8121,0.7093,0.7692,0.5103,0.5197,0.7180,0.5103,0.5844,0.5510,0.5338,0.7991,0.9130,0.5314,0.5432,0.7387,0.5325,0.6058,0.5749,0.5559,0.7875
93.0000,0.7787,0.7571,0.6831,0.8121,0.7093,0.7692,0.5103,0.5197,0.7180,0.5103,0.5844,0.5510,0.5338,0.7991,0.9130,0.5314,0.5432,0.7387,0.5325,0.6058,0.5749,0.5559,0.7875
94.0000,0.7412,0.7571,0.6831,0.8121,0.7093,0.7692,0.5103,0.5197,0.7180,0.5103,0.5844,0.5510,0.5338,0.7991,0.9130,0.5314,0.5432,0.7387,0.5325,0.6058,0.5749,0.5559,0.7875
95.0000,0.7637,0.7571,0.6831,0.8121,0.7093,0.7692,0.5103,0.5197,0.7180,0.5103,0.5844,0.5510,0.5338,0.7991,0.9130,0.5314,0.5432,0.7387,0.5325,0.6058,0.5749,0.5559,0.7875
96.0000,0.7763,0.7571,0.6831,0.8121,0.7093,0.7692,0.5103,0.5197,0.7180,0.5103,0.5844,0.5510,0.5338,0.7991,0.9130,0.5314,0.5432,0.7387,0.5325,0.6058,0.5749,0.5559,0.7875
97.0000,0.7704,0.7571,0.6831,0.8121,0.7093,0.7692,0.5103,0.5197,0.7180,0.5103,0.5844,0.5510,0.5338,0.7991,0.9130,0.5314,0.5432,0.7387,0.5325,0.6058,0.5749,0.5559,0.7875
98.0000,0.7649,0.7571,0.6831,0.8121,0.7093,0.7692,0.5103,0.5197,0.7180,0.5103,0.5844,0.5510,0.5338,0.7991,0.9130,0.5314,0.5432,0.7387,0.5325,0.6058,0.5749,0.5559,0.7875
99.0000,0.7653,0.7571,0.6831,0.8121,0.7093,0.7692,0.5103,0.5197,0.7180,0.5103,0.5844,0.5510,0.5338,0.7991,0.9130,0.5314,0.5432,0.7387,0.5325,0.6058,0.5749,0.5559,0.7875
