epoch,train_loss,train_precision,train_recall,train_micro_f1,train_macro_f1,test_loss,test_precision,test_recall,test_micro_f1,test_macro_f1,best_macro_f1,test_spearmanr,test_kendalltau,test_pairwise_acc,test_auc,test_precision_mse,test_recall_mse,test_micro_f1_mse,test_macro_f1_mse,best_macro_f1_mse,test_spearmanr_mse,test_kendalltau_mse,test_pairwise_acc_mse
58.0000,0.7760,0.7633,0.6371,0.7971,0.6633,0.7821,0.5345,0.5314,0.7428,0.5312,0.5728,0.5474,0.5302,0.8299,0.8998,0.5293,0.5287,0.7290,0.5271,0.5918,0.5934,0.5758,0.8239
59.0000,0.7916,0.7619,0.6364,0.7961,0.6623,0.7820,0.5335,0.5308,0.7428,0.5299,0.5728,0.5516,0.5342,0.8267,0.8999,0.5310,0.5313,0.7304,0.5291,0.5918,0.5934,0.5758,0.8239
60.0000,0.7780,0.7627,0.6375,0.7971,0.6635,0.7820,0.5380,0.5357,0.7455,0.5353,0.5728,0.5484,0.5312,0.8329,0.8999,0.5302,0.5308,0.7290,0.5284,0.5918,0.5934,0.5758,0.8226
61.0000,0.7662,0.7627,0.6375,0.7971,0.6635,0.7820,0.5397,0.5383,0.7469,0.5374,0.5728,0.5536,0.5362,0.8335,0.8998,0.5302,0.5308,0.7290,0.5284,0.5918,0.5934,0.5758,0.8226
62.0000,0.7788,0.7626,0.6377,0.7971,0.6636,0.7820,0.5397,0.5383,0.7469,0.5374,0.5728,0.5536,0.5362,0.8335,0.8998,0.5302,0.5308,0.7290,0.5284,0.5918,0.5934,0.5758,0.8226
63.0000,0.7832,0.7627,0.6375,0.7971,0.6635,0.7820,0.5397,0.5383,0.7469,0.5374,0.5728,0.5536,0.5362,0.8335,0.8998,0.5302,0.5308,0.7290,0.5284,0.5918,0.5934,0.5758,0.8226
64.0000,0.7825,0.7627,0.6375,0.7971,0.6635,0.7820,0.5397,0.5383,0.7469,0.5374,0.5728,0.5536,0.5362,0.8335,0.8998,0.5302,0.5308,0.7290,0.5284,0.5918,0.5934,0.5758,0.8226
65.0000,0.7683,0.7627,0.6375,0.7971,0.6635,0.7820,0.5380,0.5357,0.7455,0.5353,0.5728,0.5484,0.5312,0.8329,0.8998,0.5302,0.5308,0.7290,0.5284,0.5918,0.5934,0.5758,0.8226
66.0000,0.7730,0.7634,0.6371,0.7976,0.6635,0.7819,0.5396,0.5389,0.7469,0.5382,0.5728,0.5495,0.5318,0.8372,0.8998,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
67.0000,0.7819,0.7622,0.6356,0.7966,0.6621,0.7819,0.5369,0.5357,0.7455,0.5351,0.5728,0.5482,0.5305,0.8325,0.8998,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
68.0000,0.7810,0.7628,0.6363,0.7971,0.6628,0.7819,0.5396,0.5389,0.7469,0.5382,0.5728,0.5495,0.5318,0.8372,0.8998,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
69.0000,0.7897,0.7616,0.6348,0.7961,0.6615,0.7819,0.5369,0.5357,0.7455,0.5351,0.5728,0.5482,0.5305,0.8325,0.8998,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
70.0000,0.7803,0.7625,0.6368,0.7966,0.6630,0.7819,0.5369,0.5357,0.7455,0.5351,0.5728,0.5482,0.5305,0.8325,0.8998,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
71.0000,0.7854,0.7640,0.6379,0.7980,0.6642,0.7819,0.5396,0.5389,0.7469,0.5382,0.5728,0.5495,0.5318,0.8372,0.8998,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
72.0000,0.7925,0.7640,0.6379,0.7980,0.6642,0.7819,0.5396,0.5389,0.7469,0.5382,0.5728,0.5495,0.5318,0.8372,0.8998,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
73.0000,0.7730,0.7640,0.6379,0.7980,0.6642,0.7819,0.5369,0.5357,0.7455,0.5351,0.5728,0.5482,0.5305,0.8325,0.8998,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
74.0000,0.7901,0.7633,0.6375,0.7976,0.6636,0.7819,0.5369,0.5357,0.7455,0.5351,0.5728,0.5482,0.5305,0.8325,0.8998,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
75.0000,0.7916,0.7633,0.6375,0.7976,0.6636,0.7820,0.5369,0.5357,0.7455,0.5351,0.5728,0.5482,0.5305,0.8325,0.8998,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
76.0000,0.7774,0.7633,0.6375,0.7976,0.6636,0.7820,0.5369,0.5357,0.7455,0.5351,0.5728,0.5482,0.5305,0.8325,0.8999,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
77.0000,0.7816,0.7633,0.6375,0.7976,0.6636,0.7820,0.5369,0.5357,0.7455,0.5351,0.5728,0.5482,0.5305,0.8325,0.8999,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
78.0000,0.7708,0.7633,0.6375,0.7976,0.6636,0.7820,0.5369,0.5357,0.7455,0.5351,0.5728,0.5482,0.5305,0.8325,0.8999,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
79.0000,0.7757,0.7633,0.6375,0.7976,0.6636,0.7820,0.5369,0.5357,0.7455,0.5351,0.5728,0.5482,0.5305,0.8325,0.8999,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
80.0000,0.7692,0.7630,0.6373,0.7971,0.6634,0.7820,0.5369,0.5357,0.7455,0.5351,0.5728,0.5482,0.5305,0.8325,0.8999,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
81.0000,0.7884,0.7630,0.6373,0.7971,0.6634,0.7820,0.5369,0.5357,0.7455,0.5351,0.5728,0.5482,0.5305,0.8325,0.8998,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
82.0000,0.7546,0.7630,0.6373,0.7971,0.6634,0.7820,0.5369,0.5357,0.7455,0.5351,0.5728,0.5482,0.5305,0.8325,0.8998,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
