epoch,train_loss,train_precision,train_recall,train_micro_f1,train_macro_f1,test_loss,test_precision,test_recall,test_micro_f1,test_macro_f1,best_macro_f1,test_spearmanr,test_kendalltau,test_pairwise_acc,test_auc,test_precision_mse,test_recall_mse,test_micro_f1_mse,test_macro_f1_mse,best_macro_f1_mse,test_spearmanr_mse,test_kendalltau_mse,test_pairwise_acc_mse
72.0000,0.7728,0.7344,0.6660,0.8564,0.6559,0.7739,0.5040,0.4967,0.7208,0.4989,0.5192,0.6364,0.6230,0.8284,0.9007,0.5197,0.5049,0.7331,0.5080,0.5373,0.5262,0.5139,0.8006
73.0000,0.7521,0.7344,0.6660,0.8564,0.6559,0.7739,0.5040,0.4967,0.7208,0.4989,0.5192,0.6364,0.6230,0.8284,0.9007,0.5197,0.5049,0.7331,0.5080,0.5373,0.5262,0.5139,0.8006
74.0000,0.7695,0.7344,0.6660,0.8564,0.6559,0.7739,0.5040,0.4967,0.7208,0.4989,0.5192,0.6364,0.6230,0.8284,0.9007,0.5197,0.5049,0.7331,0.5080,0.5373,0.5262,0.5139,0.8006
75.0000,0.7708,0.7344,0.6660,0.8564,0.6559,0.7738,0.5040,0.4967,0.7208,0.4989,0.5192,0.6364,0.6230,0.8284,0.9007,0.5197,0.5049,0.7331,0.5080,0.5373,0.5262,0.5139,0.8006
76.0000,0.7554,0.7344,0.6660,0.8564,0.6559,0.7738,0.5036,0.4967,0.7208,0.4987,0.5192,0.6315,0.6181,0.8271,0.9007,0.5197,0.5049,0.7331,0.5080,0.5373,0.5262,0.5139,0.8006
77.0000,0.7602,0.7344,0.6660,0.8564,0.6559,0.7738,0.5040,0.4967,0.7208,0.4989,0.5192,0.6364,0.6230,0.8284,0.9007,0.5197,0.5049,0.7331,0.5080,0.5373,0.5262,0.5139,0.8006
78.0000,0.7480,0.7344,0.6660,0.8564,0.6559,0.7738,0.5040,0.4967,0.7208,0.4989,0.5192,0.6364,0.6230,0.8284,0.9007,0.5197,0.5049,0.7331,0.5080,0.5373,0.5262,0.5139,0.8006
79.0000,0.7547,0.7344,0.6660,0.8564,0.6559,0.7738,0.5036,0.4967,0.7208,0.4987,0.5192,0.6315,0.6181,0.8271,0.9007,0.5197,0.5049,0.7331,0.5080,0.5373,0.5262,0.5139,0.8006
80.0000,0.7469,0.7344,0.6660,0.8564,0.6559,0.7738,0.5036,0.4967,0.7208,0.4987,0.5192,0.6315,0.6181,0.8271,0.9007,0.5197,0.5049,0.7331,0.5080,0.5373,0.5262,0.5139,0.8006
81.0000,0.7662,0.7344,0.6660,0.8564,0.6559,0.7738,0.5036,0.4967,0.7208,0.4987,0.5192,0.6315,0.6181,0.8271,0.9007,0.5197,0.5049,0.7331,0.5080,0.5373,0.5262,0.5139,0.8006
82.0000,0.7294,0.7344,0.6660,0.8564,0.6559,0.7738,0.5036,0.4967,0.7208,0.4987,0.5192,0.6315,0.6181,0.8271,0.9007,0.5197,0.5049,0.7331,0.5080,0.5373,0.5262,0.5139,0.8006
83.0000,0.7539,0.7344,0.6660,0.8564,0.6559,0.7738,0.5036,0.4967,0.7208,0.4987,0.5192,0.6315,0.6181,0.8271,0.9007,0.5197,0.5049,0.7331,0.5080,0.5373,0.5262,0.5139,0.8006
84.0000,0.7565,0.7344,0.6660,0.8564,0.6559,0.7738,0.5036,0.4967,0.7208,0.4987,0.5192,0.6315,0.6181,0.8271,0.9007,0.5197,0.5049,0.7331,0.5080,0.5373,0.5262,0.5139,0.8006
85.0000,0.7585,0.7344,0.6660,0.8564,0.6559,0.7738,0.5036,0.4967,0.7208,0.4987,0.5192,0.6315,0.6181,0.8271,0.9007,0.5197,0.5049,0.7331,0.5080,0.5373,0.5262,0.5139,0.8006
86.0000,0.7452,0.7344,0.6660,0.8564,0.6559,0.7738,0.5036,0.4967,0.7208,0.4987,0.5192,0.6315,0.6181,0.8271,0.9007,0.5197,0.5049,0.7331,0.5080,0.5373,0.5262,0.5139,0.8006
87.0000,0.7624,0.7344,0.6660,0.8564,0.6559,0.7738,0.5036,0.4967,0.7208,0.4987,0.5192,0.6315,0.6181,0.8271,0.9007,0.5197,0.5049,0.7331,0.5080,0.5373,0.5262,0.5139,0.8006
88.0000,0.7631,0.7344,0.6660,0.8564,0.6559,0.7738,0.5036,0.4967,0.7208,0.4987,0.5192,0.6315,0.6181,0.8271,0.9007,0.5197,0.5049,0.7331,0.5080,0.5373,0.5262,0.5139,0.8006
89.0000,0.7585,0.7344,0.6660,0.8564,0.6559,0.7738,0.5036,0.4967,0.7208,0.4987,0.5192,0.6315,0.6181,0.8271,0.9007,0.5197,0.5049,0.7331,0.5080,0.5373,0.5262,0.5139,0.8006
90.0000,0.7599,0.7344,0.6660,0.8564,0.6559,0.7738,0.5036,0.4967,0.7208,0.4987,0.5192,0.6315,0.6181,0.8271,0.9007,0.5197,0.5049,0.7331,0.5080,0.5373,0.5262,0.5139,0.8006
91.0000,0.7582,0.7344,0.6660,0.8564,0.6559,0.7738,0.5036,0.4967,0.7208,0.4987,0.5192,0.6315,0.6181,0.8271,0.9007,0.5197,0.5049,0.7331,0.5080,0.5373,0.5262,0.5139,0.8006
92.0000,0.7485,0.7344,0.6660,0.8564,0.6559,0.7738,0.5036,0.4967,0.7208,0.4987,0.5192,0.6315,0.6181,0.8271,0.9007,0.5197,0.5049,0.7331,0.5080,0.5373,0.5262,0.5139,0.8006
93.0000,0.7713,0.7344,0.6660,0.8564,0.6559,0.7738,0.5036,0.4967,0.7208,0.4987,0.5192,0.6315,0.6181,0.8271,0.9007,0.5197,0.5049,0.7331,0.5080,0.5373,0.5262,0.5139,0.8006
94.0000,0.7598,0.7344,0.6660,0.8564,0.6559,0.7738,0.5036,0.4967,0.7208,0.4987,0.5192,0.6315,0.6181,0.8271,0.9007,0.5197,0.5049,0.7331,0.5080,0.5373,0.5262,0.5139,0.8006
95.0000,0.7506,0.7344,0.6660,0.8564,0.6559,0.7738,0.5036,0.4967,0.7208,0.4987,0.5192,0.6315,0.6181,0.8271,0.9007,0.5197,0.5049,0.7331,0.5080,0.5373,0.5262,0.5139,0.8006
96.0000,0.7627,0.7344,0.6660,0.8564,0.6559,0.7738,0.5036,0.4967,0.7208,0.4987,0.5192,0.6315,0.6181,0.8271,0.9007,0.5197,0.5049,0.7331,0.5080,0.5373,0.5262,0.5139,0.8006
97.0000,0.7628,0.7344,0.6660,0.8564,0.6559,0.7738,0.5036,0.4967,0.7208,0.4987,0.5192,0.6315,0.6181,0.8271,0.9007,0.5197,0.5049,0.7331,0.5080,0.5373,0.5262,0.5139,0.8006
98.0000,0.7554,0.7344,0.6660,0.8564,0.6559,0.7738,0.5036,0.4967,0.7208,0.4987,0.5192,0.6315,0.6181,0.8271,0.9007,0.5197,0.5049,0.7331,0.5080,0.5373,0.5262,0.5139,0.8006
99.0000,0.7447,0.7344,0.6660,0.8564,0.6559,0.7738,0.5036,0.4967,0.7208,0.4987,0.5192,0.6315,0.6181,0.8271,0.9007,0.5197,0.5049,0.7331,0.5080,0.5373,0.5262,0.5139,0.8006
